signature,kind,file_count,num_columns,columns,example_dataset,example_source,department
5d7e63e3524d,csv,1,18,REF_DATE | GEO | DGUID | Class of worker | Gender | Statistics | Data type | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment by class of worker, monthly, seasonally adjusted and unadjusted",Dataset#14100288.csv,statcan
2f8fca5835c8,csv,1,17,REF_DATE | GEO | DGUID | Reason | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Reason for not looking for work, monthly, unadjusted for seasonality",Dataset#14100127.csv,statcan
e5a3ee32a7c4,csv,1,17,REF_DATE | GEO | DGUID | Prior activity | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Activity prior to unemployment, monthly, unadjusted for seasonality",Dataset#14100123.csv,statcan
58e90a6206c0,csv,1,17,REF_DATE | GEO | DGUID | Hours lost | Reason of absence | Gender | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Hours lost by reason of absence, monthly, unadjusted for seasonality",Dataset#14100121.csv,statcan
98b48ab9769c,csv,1,18,REF_DATE | GEO | DGUID | Weekly wages | Type of work | North American Industry Classification System (NAICS) | Gender | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Weekly wage distributions by type of work, monthly, unadjusted for seasonality",Dataset#14100109.csv,statcan
140532f42222,csv,1,19,REF_DATE | GEO | DGUID | Immigrant status | Educational attainment | Labour force characteristics | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics of immigrants by educational attainment, three-month moving average, unadjusted for seasonality",Dataset#14100086.csv,statcan
31210e820019,csv,1,17,REF_DATE | GEO | DGUID | Supplementary unemployment rates | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Supplementary unemployment rates, monthly, unadjusted for seasonality",Dataset#14100077.csv,statcan
28f37df731fc,csv,1,19,REF_DATE | GEO | DGUID | Wages | Job permanency | Union coverage | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employee wages by job permanency and union coverage, monthly, unadjusted for seasonality",Dataset#14100065.csv,statcan
c0a1da6b1cb7,csv,1,16,REF_DATE | GEO | DGUID | Main job | All jobs | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Multiple jobholders by usual hours worked at all jobs, monthly, unadjusted for seasonality",Dataset#14100048.csv,statcan
a92f89466285,csv,1,17,REF_DATE | GEO | DGUID | North American Industry Classification System (NAICS) | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Multiple jobholders by industry, monthly, unadjusted for seasonality",Dataset#14100045.csv,statcan
b1631ee49d56,csv,1,18,REF_DATE | GEO | DGUID | Actual hours worked | Job | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Actual hours worked by job type (main or all jobs), monthly, unadjusted for seasonality",Dataset#14100032.csv,statcan
0c7c51e8afb2,csv,1,18,REF_DATE | GEO | DGUID | Usual hours worked | Job | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Usual hours worked by job type (main or all jobs), monthly, unadjusted for seasonality",Dataset#14100030.csv,statcan
0c8d6c810c31,csv,1,17,REF_DATE | GEO | DGUID | Reason for part-time work | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Part-time employment by reason, monthly, unadjusted for seasonality",Dataset#14100028.csv,statcan
95f3dd9770c6,csv,1,17,REF_DATE | GEO | DGUID | Class of worker | North American Industry Classification System (NAICS) | Gender | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment by class of worker, monthly, unadjusted for seasonality",Dataset#14100026.csv,statcan
7116542791c9,csv,1,18,REF_DATE | GEO | DGUID | Labour force characteristics | Students | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Unemployment rate, participation rate, and employment rate by type of student during school months, monthly, unadjusted for seasonality",Dataset#14100021.csv,statcan
042cffb33402,csv,1,17,REF_DATE | GEO | DGUID | Estimate | Impact | Asset | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Housing Economic Account, environmental perspective",Dataset#36100690.csv,statcan
5dde1d23dc54,csv,1,20,REF_DATE | GEO | DGUID | Institutional sector | Housing Type | Dwelling Occupation | Dwelling type | Tenure type | Estimate | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Housing stock in units included in the gross domestic product by income and expenditure,Dataset#36100688.csv,statcan
36ba33e16cdd,csv,1,17,REF_DATE | GEO | DGUID | Asset | Dwelling type | Estimate | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Housing Economic Account, average age measures, by asset and dwelling type",Dataset#36100680.csv,statcan
44f607ef289d,csv,1,19,REF_DATE | GEO | DGUID | Impact | Producer industry | Asset | Housing Type | Estimate | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Housing Economic Account, economic impact by asset, industry, and housing type",Dataset#36100679.csv,statcan
472354f51783,xml-element,1,13,@Geography | @Institutional_sector | @Housing_Type | @Dwelling_Occupation | @Dwelling_type | @Tenure_type | @Estimate | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Housing stock in units included in the gross domestic product by income and expenditure,Dataset#36100688_1.xml#Series,statcan
63e519c0083b,csv,1,20,REF_DATE | GEO | DGUID | Institutional sector | Asset | Dwelling type | Housing Type | Prices | Estimate | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Housing Economic Account, investment, depreciation and net stock by asset, sector, dwelling type, and housing type",Dataset#36100677.csv,statcan
806938253c17,csv,1,15,REF_DATE | GEO | DGUID | North American Product Classification System (NAPCS) Canada 2022 Version | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Monthly retail commodity sales,Dataset#20100080.csv,statcan
655faa508eb9,csv,1,16,REF_DATE | GEO | DGUID | North American Product Classification System (NAPCS) Canada 2022 Version | North American Industry Classification System (NAICS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Quarterly retail commodity sales,Dataset#20100071.csv,statcan
54cbcb7bcebd,csv,1,16,REF_DATE | GEO | DGUID | Sex | Characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Provisional weekly age-standardized mortality rates, by sex",Dataset#13100879.csv,statcan
a62672370cb9,csv,1,16,REF_DATE | GEO | DGUID | Cause of death (ICD-10) | Characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Provisional weekly death counts, by selected grouped causes of death",Dataset#13100810.csv,statcan
eabc72327c46,csv,1,16,REF_DATE | GEO | DGUID | Release | Characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Previous releases and revisions to provisional weekly death counts,Dataset#13100783.csv,statcan
7d68e0a382a3,csv,1,17,REF_DATE | GEO | DGUID | Age at time of death | Sex | Characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Provisional weekly death counts, by age group and sex",Dataset#13100768.csv,statcan
bfe421ae2501,csv,1,16,REF_DATE | GEO | DGUID | North American Industry Classification System (NAICS) | Financial estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Annual wholesale trade survey, financial estimates",Dataset#20100077.csv,statcan
96badd4d3c0c,xml-element,1,9,@Geography | @Release | @Characteristics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Previous releases and revisions to provisional weekly death counts,Dataset#13100783_1.xml#Series,statcan
411634b73ef6,csv,1,15,REF_DATE | GEO | DGUID | Rate | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Selected United States dollar interest rates, last Wednesday unless otherwise stated, Bank of Canada",Dataset#10100123.csv,statcan
f6279e26b7f9,csv,1,18,REF_DATE | GEO | DGUID | Age group | Sex | Domains | Characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Functional health of Canadian adults,Dataset#13100966.csv,statcan
0b08a5e5f82d,xml-element,1,10,@Geography | @Age_group | @Sex | @Domains | @Characteristics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @UOM | Obs,Functional health of Canadian adults,Dataset#13100966_1.xml#Series,statcan
020aac7aeae1,csv,1,19,REF_DATE | GEO | DGUID | Prices | Sectors | Sub-sectors | Indicators | Commodities | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Natural resources satellite account, indicators",Dataset#38100285.csv,statcan
af576d8ef9e4,csv,1,16,REF_DATE | GEO | DGUID | Physical flow | Sector | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Natural resources satellite account, environmental perspective",Dataset#38100140.csv,statcan
dd2850df693e,xml-element,1,9,@Geography | @Physical_flow | @Sector | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Natural resources satellite account, environmental perspective",Dataset#38100140_1.xml#Series,statcan
af61f7274a92,csv,1,16,REF_DATE | GEO | DGUID | Sector | Economic indicator | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Provincial and territorial natural resource indicators, Natural resources sector (main indicators)",Dataset#36100624.csv,statcan
73207877346c,csv,1,17,REF_DATE | GEO | DGUID | North American Product Classification System (NAPCS) | Trade | Principal trading partner: Exports by country of destination | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Canadian international merchandise trade for total exports, domestic exports and re-exports, customs-based, monthly, inactive",Dataset#12100179.csv,statcan
540eeacb31bf,csv,1,17,REF_DATE | GEO | DGUID | Trade | North American Product Classification System (NAPCS) | Principal trading partners | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International merchandise trade by province, commodity, and Principal Trading Partners",Dataset#12100175.csv,statcan
2d59e179932a,csv,1,17,REF_DATE | GEO | DGUID | Principal trading partner | North American Product Classification System (NAPCS) | Trade | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Canadian international merchandise trade by principal trading partner, and by product section and group, customs-based, annual",Dataset#12100172.csv,statcan
7ff10f957ef3,csv,1,18,REF_DATE | GEO | DGUID | Trade | Trade partners | Service categories | Seasonal adjustment | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International trade in services, monthly",Dataset#12100144.csv,statcan
7a8bc0a67c6d,csv,1,17,REF_DATE | GEO | DGUID | Trade | Trading Partners | Classification by Broad Economic Categories Rev 5 (BEC5) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,International merchandise trade by Broad Economic Categories and top sixty trading partners,Dataset#12100143.csv,statcan
0810deca4438,csv,1,17,REF_DATE | GEO | DGUID | Partner countries | Canadian export concentration | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Canadian domestic export concentration,Dataset#12100129.csv,statcan
07263c173149,xml-element,1,11,@Geography | @Partner_countries | @Canadian_export_concentration | @Statistics | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,Canadian domestic export concentration,Dataset#12100129_1.xml#Series,statcan
ed8ebb6794b4,csv,1,15,REF_DATE | GEO | DGUID | Government of Canada direct securities and loans | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Government of Canada direct and guaranteed securities and loans, Bank of Canada",Dataset#10100113.csv,statcan
3fd271f78d50,csv,1,17,REF_DATE | GEO | DGUID | National Occupational Classification | Demographic adjustment | Interprovincial labour mobility | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Interprovincial labour mobility in Canada, by occupation",Dataset#14100452.csv,statcan
622ea854efbb,xml-element,1,10,@Geography | @National_Occupational_Classification | @Demographic_adjustment | @Interprovincial_labour_mobility | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Interprovincial labour mobility in Canada, by occupation",Dataset#14100452_1.xml#Series,statcan
33e0e187e4bb,csv,1,15,REF_DATE | GEO | DGUID | Products | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Monthly average retail prices for selected products,Dataset#18100245.csv,statcan
ddedb7655c0a,csv,1,17,REF_DATE | GEO | DGUID | Lender type | Characteristics of residential mortgage loan increases | Mortgage loans increases | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Non-bank mortgages extended, by lender type, insurance status and mortgage characteristics",Dataset#33100531.csv,statcan
b0cb1bea3adb,csv,1,17,REF_DATE | GEO | DGUID | Period of construction | Number of private dwellings of residential property | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Residential properties and private dwellings by period of construction, experimental estimates",Dataset#46100101.csv,statcan
390c55750248,csv,1,17,REF_DATE | GEO | DGUID | Lender type | Characteristics of outstanding residential mortgage loans | Residential mortgage loans outstanding | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Non-bank mortgages outstanding, by lender type, insurance status and mortgage characteristics",Dataset#33100530.csv,statcan
4e4b79ca7251,csv,1,18,REF_DATE | GEO | DGUID | Number of residential properties owned | Immigration status | Immigration characteristics | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Residential property owners by immigration characteristics,Dataset#46100098.csv,statcan
5ceaca5366c3,csv,1,18,REF_DATE | GEO | DGUID | Sex of property owner | Family type | Age group | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Residential property owners by family type and other demographic characteristics,Dataset#46100097.csv,statcan
02b216db6766,csv,1,18,REF_DATE | GEO | DGUID | Owner-occupied property type | Number of residential properties owned | Sex of property owner | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Residential property owners by number of residential properties owned and demographic characteristics,Dataset#46100096.csv,statcan
f4892bcaf3e1,csv,1,18,REF_DATE | GEO | DGUID | Ownership type | Residency status | Number of residential properties owned | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Residential property owners by ownership type and residency status, with the number of buyers and sale price",Dataset#46100030.csv,statcan
2247bdb4bce4,csv,1,15,REF_DATE | GEO | DGUID | Screened traffic | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Screened passenger traffic at the largest airports in Canada,Dataset#23100312.csv,statcan
56deca942037,csv,1,16,REF_DATE | GEO | DGUID | Canadian Classification of Functions of Government (CCOFOG) | Canadian Government Finance Statistics (CGFS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Municipal operating costs: Water, waste, recreation and culture",Dataset#10100173.csv,statcan
a5cb8919cfc4,xml-element,1,9,@Geography | @Canadian_Classification_of_Functions_of_Government__CCOFOG_ | @Canadian_Government_Finance_Statistics__CGFS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Municipal operating costs: Water, waste, recreation and culture",Dataset#10100173_1.xml#Series,statcan
229a19e85324,csv,1,16,REF_DATE | GEO | DGUID | Process | Commodity | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Crushing statistics of major oilseeds,Dataset#32100352.csv,statcan
07a494a513ac,xml-element,1,10,@Geography | @Process | @Commodity | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | @TERMINATED | Obs,Crushing statistics of major oilseeds,Dataset#32100352_1.xml#Series,statcan
6f73db2cdf80,csv,1,15,REF_DATE | GEO | DGUID | Type of grain | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Producer deliveries of major grains,Dataset#32100351.csv,statcan
5940d70a3790,csv,1,16,REF_DATE | GEO | DGUID | Egg production | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Report of processed eggs production,Dataset#32100133.csv,statcan
5f51a92496de,csv,1,14,REF_DATE | GEO | DGUID | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Laying type pullet, chick placements",Dataset#32100134.csv,statcan
6f00c1775836,csv,1,15,REF_DATE | GEO | DGUID | Production and disposition | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Production and disposition of eggs, monthly",Dataset#32100121.csv,statcan
db131db4751c,xml-element,1,10,@Geography | @Period_of_construction | @Number_of_private_dwellings_of_residential_property | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Residential properties and private dwellings by period of construction, experimental estimates",Dataset#46100101_1.xml#Series,statcan
000eb4487d8a,xml-element,1,9,@Geography | @Production_and_disposition | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Production and disposition of eggs, monthly",Dataset#32100121_1.xml#Series,statcan
a9699a4ef4ce,csv,1,16,REF_DATE | GEO | DGUID | Supply and disposition | Products | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Renewable fuel plant statistics, supply and disposition, monthly",Dataset#25100082.csv,statcan
9aa8c269da9a,csv,1,17,REF_DATE | GEO | DGUID | Supply and disposition | Products | Unit of measure | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Petroleum products by supply and disposition, monthly",Dataset#25100081.csv,statcan
886d4add3ce7,csv,1,16,REF_DATE | GEO | DGUID | Fuel type | Supply and demand characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Consolidated Energy Statistics,Dataset#25100079.csv,statcan
75a82d3c59cf,csv,1,16,REF_DATE | GEO | DGUID | Supply and disposition | Units of measure | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Supply and disposition of crude oil and equivalent,Dataset#25100063.csv,statcan
cac6d88ac11a,csv,1,16,REF_DATE | GEO | DGUID | Coal types and uses | Coal volume | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Coal, monthly production and exports",Dataset#25100046.csv,statcan
982fdfa832d2,csv,1,15,REF_DATE | GEO | DGUID | Supply and disposition | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Coal coke plant, monthly statistics",Dataset#25100045.csv,statcan
83dc164076fb,xml-element,1,9,@Geography | @Coal_types_and_uses | @Coal_volume | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Coal, monthly production and exports",Dataset#25100046_1.xml#Series,statcan
00e94d8b00ec,csv,1,15,REF_DATE | GEO | DGUID | Supply of processing plant products | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Natural gas liquids and sulphur products from processing plants, monthly supply",Dataset#25100036.csv,statcan
c5c9d96cd454,csv,1,15,"REF_DATE | GEO | DGUID | Electric power, components | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS","Electric power generation, monthly receipts, deliveries and availability",Dataset#25100016.csv,statcan
29e2315659a3,xml-element,1,9,@Geography | @Supply_of_processing_plant_products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | @TERMINATED | Obs,"Natural gas liquids and sulphur products from processing plants, monthly supply",Dataset#25100036_1.xml#Series,statcan
3cd5a5d0d0e8,csv,1,16,REF_DATE | GEO | DGUID | Class of electricity producer | Type of electricity generation | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Electric power generation, monthly generation by type of electricity",Dataset#25100015.csv,statcan
4bd665982274,xml-element,1,9,@Geography | @Industry_of_purchase | @Machinery_and_equipment__domestic_and_imported | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Machinery and equipment price index, by industry of purchase, monthly",Dataset#18100284_1.xml#Series,statcan
5c7a46aa2424,csv,1,16,"REF_DATE | GEO | DGUID | Products | Machinery and equipment, domestic and imported | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS","Machinery and equipment price index, by commodity, monthly",Dataset#18100283.csv,statcan
22eac0489eea,csv,1,16,"REF_DATE | GEO | DGUID | Industry of purchase | Machinery and equipment, domestic and imported | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS","Machinery and equipment price index, by industry of purchase, monthly",Dataset#18100284.csv,statcan
f7cfbf4180ef,xml-element,1,10,@Geography | @Products | @Machinery_and_equipment__domestic_and_imported | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,"Machinery and equipment price index, by commodity, monthly",Dataset#18100283_1.xml#Series,statcan
743a47944387,csv,1,15,REF_DATE | GEO | DGUID | Central government operations | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Central government operations: budgetary balance, non-budgetary transactions, and financial source/requirement",Dataset#10100133.csv,statcan
53d70ef10d6d,csv,1,20,REF_DATE | GEO | DGUID | Gender | Age group | Sub-population of children | Elementary school language and type of program | Preference for daycare in the minority official language | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Language of daycare attended and preference for minority official language daycare, among children in a minority official language situation",Dataset#42100102.csv,statcan
ed40173623c1,csv,1,20,REF_DATE | GEO | DGUID | Gender | Age group | Sub-population of children | Elementary school language and type of program | Official language of daycare and reasons for attending | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Language of daycare attended and reasons for attending a daycare in the minority or majority official language, among children in a minority official language situation",Dataset#42100101.csv,statcan
078f4cbdb2ce,csv,1,15,REF_DATE | GEO | DGUID | Central government debt | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Central government debt,Dataset#10100002.csv,statcan
ba1baccaa080,csv,1,16,REF_DATE | GEO | DGUID | Alternative measures | Release | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Historical (real-time) releases of Consumer Price Index (CPI) statistics, measures of core inflation - Bank of Canada definitions",Dataset#18100259.csv,statcan
