signature,kind,file_count,num_columns,columns,example_dataset,example_source,department
e10f7821cb1b,csv,4,17,"REF_DATE | GEO | DGUID | Statistics | Characteristics | Income, consumption and savings | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS","Distributions of household economic accounts, income, consumption and saving, Canada, provinces and territories, quarterly",Dataset#36100663.csv,statcan
ecdd5e61b356,xml-element,4,10,@Geography | @Statistics | @Characteristics | @CON_Income__consumption_and_savings | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Distributions of household economic accounts, income, consumption and saving, Canada, provinces and territories, annual",Dataset#36100588_8.xml#Series,statcan
96ba9fe60bf6,csv,4,15,REF_DATE | GEO | DGUID | Rates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Financial market statistics, as at Wednesday, Bank of Canada",Dataset#10100145.csv,statcan
aa9460aaaee7,xml-element,4,12,@Geography | @Impact | @Producer_industry | @Asset | @Housing_Type | @Estimate | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Housing Economic Account, economic impact by asset, industry, and housing type",Dataset#36100679_1.xml#Series,statcan
fff415512e7b,xml-element,4,8,@Geography | @Products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Monthly average retail prices for selected products,Dataset#18100245_1.xml#Series,statcan
2b5b1aa30b5e,xml-element,4,10,@Geography | @Lender_type | @Characteristics_of_residential_mortgage_loan_increases | @Mortgage_loans_increases | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Non-bank mortgages extended, by lender type, insurance status and mortgage characteristics",Dataset#33100531_1.xml#Series,statcan
e0bc71288756,xml-element,4,9,@Geography | @Supply_and_disposition | @Products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Renewable fuel plant statistics, supply and disposition, monthly",Dataset#25100082_1.xml#Series,statcan
795e7edec74c,xml-element,4,8,@Geography | @Supply_of_processing_plant_products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Natural gas liquids and sulphur products from processing plants, monthly supply",Dataset#25100036_2.xml#Series,statcan
2cb20acbd403,csv,3,16,REF_DATE | GEO | DGUID | Labour force characteristics | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Small area estimates of labour force characteristics for sub-provincial areas, monthly, unadjusted for seasonality",Dataset#14100480.csv,statcan
eee0eabf2e3b,csv,3,16,REF_DATE | GEO | DGUID | North American Industry Classification System (NAICS) | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Actual hours worked at main job by industry, monthly, seasonally adjusted, last 5 months",Dataset#14100289.csv,statcan
a6e3e2c0d5a8,xml-element,3,10,@Geography | @Asset | @Dwelling_type | @Estimate | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Housing Economic Account, average age measures, by asset and dwelling type",Dataset#36100680_1.xml#Series,statcan
b4976c330a81,xml-element,3,9,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Financial_estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Annual wholesale trade survey, financial estimates",Dataset#20100077_1.xml#Series,statcan
2eb5c47ff231,csv,3,15,REF_DATE | GEO | DGUID | North American Industry Classification System (NAICS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Commercial and industrial machinery and equipment rental and leasing services price index, monthly",Dataset#18100280.csv,statcan
5beabecb5b68,xml-element,3,9,@Geography | @Sector | @Economic_indicator | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Provincial and territorial natural resource indicators, Natural resources sector (main indicators)",Dataset#36100624_1.xml#Series,statcan
f3f93ec1c414,xml-element,3,4,@TIME_PERIOD | @OBS_VALUE | @SYMBOL | @STATUS_CAN,"Wood chips production, shipments and stocks, monthly",Dataset#16100046_1.xml#Obs,statcan
55fee20ac97e,xml-element,3,10,@Geography | @Principal_trading_partner | @North_American_Product_Classification_System__NAPCS_ | @Trade | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Canadian international merchandise trade by principal trading partner, and by product section and group, customs-based, annual",Dataset#12100172_1.xml#Series,statcan
059ac9882a18,csv,3,20,REF_DATE | GEO | DGUID | Trade | Basis | Seasonal adjustment | Index | Weighting | North American Product Classification System (NAPCS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International merchandise trade, by commodity, price and volume indexes, annual",Dataset#12100170.csv,statcan
f26084b0aa44,xml-element,3,10,@Geography | @Trade | @North_American_Product_Classification_System__NAPCS_ | @Principal_trading_partners | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"International merchandise trade by province, commodity, and Principal Trading Partners",Dataset#12100175_1.xml#Series,statcan
1c0cba0af49d,xml-element,3,10,@Geography | @Trade | @Trading_Partners | @Classification_by_Broad_Economic_Categories_Rev_5__BEC5_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,International merchandise trade by Broad Economic Categories and top sixty trading partners,Dataset#12100143_2.xml#Series,statcan
1623288b226e,xml-element,3,10,@Geography | @Lender_type | @Characteristics_of_outstanding_residential_mortgage_loans | @Residential_mortgage_loans_outstanding | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Non-bank mortgages outstanding, by lender type, insurance status and mortgage characteristics",Dataset#33100530_1.xml#Series,statcan
2a545f68685c,xml-element,3,3,@TIME_PERIOD | @OBS_VALUE | @SYMBOL,"Coal, monthly production and exports",Dataset#25100046_1.xml#Obs,statcan
c2c50e803b58,xml-element,3,9,@Geography | @Sector | @Indicators | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Non Profit Satellite Account by sub-sector (Total and Businesses), seasonally adjusted at annual rates",Dataset#36100648_1.xml#Series,statcan
1fcafe92db47,csv,3,17,REF_DATE | GEO | DGUID | Industry | Sector | Variable | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Work stoppages in Canada, by jurisdiction and industry based on the North American Industry Classification System (NAICS), Employment and Social Development Canada - Labour Program occasional (number unless otherwise noted)",Dataset#14100352.csv,statcan
e20636ed4415,csv,3,18,REF_DATE | GEO | DGUID | Industry | Sector | Cost of living adjustment (COLA) | Variable | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Major wage settlements, by jurisdiction, industry based on the North American Industry Classification System (NAICS) and cost of living adjustment (COLA), Employment and Social Development Canada - Labour Program, occasional",Dataset#14100349.csv,statcan
4c6e83275bd8,xml-element,3,11,@Geography | @Principal_trading_partner | @North_American_Product_Classification_System__NAPCS_ | @Trade | @Mode_of_Transport | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Canadian international merchandise trade by mode of transport, customs-based, monthly",Dataset#12100177_1.xml#Series,statcan
3e51c7991604,xml-element,3,10,@Geography | @Trade | @United_States | @Harmonized_System__HS__Sections | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Merchandise imports and exports, customs-based, by Harmonized commodity description and coding system (HS) section, Canada, provinces and territories, United States, states",Dataset#12100099_1.xml#Series,statcan
91340f3ed08b,xml-element,3,11,@Geography | @North_American_Product_Classification_System__NAPCS_ | @Trade | @Principal_trading_partner__Imports_by_country_of_origin | @Principal_trading_partner__Imports_by_country_of_export | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Canadian international merchandise trade for imports by country of origin and country of export, customs-based, monthly",Dataset#12100178_1.xml#Series,statcan
a11b66b2811e,csv,2,16,REF_DATE | GEO | DGUID | Characteristics | Net worth indicators (wealth) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Distributions of household economic accounts, wealth indicators, by characteristic, Canada, quarterly",Dataset#36100664.csv,statcan
4f55ce46d572,csv,2,17,REF_DATE | GEO | DGUID | Statistics | Characteristics | Wealth | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Distributions of household economic accounts, wealth, Canada, regions and provinces, quarterly",Dataset#36100661.csv,statcan
9bf669bf66ce,csv,2,15,REF_DATE | GEO | DGUID | Estimates | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Adjusted household disposable income, Canada, provinces and territories, annual",Dataset#36100612.csv,statcan
6313b8d721de,csv,2,15,REF_DATE | GEO | DGUID | Type of currency | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Daily average foreign exchange rates in Canadian dollars, Bank of Canada",Dataset#33100036.csv,statcan
56af26c72a10,csv,2,15,REF_DATE | GEO | DGUID | Type of reserve | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Canada's official international reserves, millions of United States dollars, Bank of Canada, daily",Dataset#10100141.csv,statcan
9f682155e799,xml-element,2,9,@Geography | @CON_Production__sales_and_inventories_activities | @Tobacco_products | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Tobacco, sales and inventories, monthly production",Dataset#16100044_59.xml#Series,statcan
508f045e5dc3,csv,2,16,REF_DATE | GEO | DGUID | Employment characteristics | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment characteristics by census metropolitan area, three-month moving average, unadjusted for seasonality",Dataset#14100467.csv,statcan
3fe20d24e6fb,csv,2,17,REF_DATE | GEO | DGUID | Labour force characteristics | Statistics | Data type | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by Montréal, Toronto and Vancouver census metropolitan areas, monthly, seasonally adjusted",Dataset#14100460.csv,statcan
157d553aa60a,xml-element,2,10,@Geography | @Estimate | @Impact | @Asset | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Housing Economic Account, environmental perspective",Dataset#36100690_1.xml#Series,statcan
ec4e6940e9ae,xml-element,2,12,@Geography | @Prices | @Sectors | @Sub-sectors | @Indicators | @Commodities | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Natural resources satellite account, indicators",Dataset#38100285_1.xml#Series,statcan
a1a8bcaad860,csv,2,15,REF_DATE | GEO | DGUID | North American Product Classification System (NAPCS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Wood chips production, shipments and stocks, monthly",Dataset#16100046.csv,statcan
28c282b56bde,xml-element,2,13,@Geography | @Institutional_sector | @Asset | @Dwelling_type | @Housing_Type | @Prices | @Estimate | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Housing Economic Account, investment, depreciation and net stock by asset, sector, dwelling type, and housing type",Dataset#36100677_1.xml#Series,statcan
eb7cc449ff54,csv,2,17,REF_DATE | GEO | DGUID | Trading partner | North American Product Classification System (NAPCS) | Trade | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Canadian international merchandise trade by province and country, and by product sections, customs-based, annual",Dataset#12100173.csv,statcan
5dd90db97c13,csv,2,16,REF_DATE | GEO | DGUID | Trade | North American Product Classification System (NAPCS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International merchandise trade by commodity, chained 2017 dollars, quarterly",Dataset#12100167.csv,statcan
28fddd6d0a32,csv,2,18,REF_DATE | GEO | DGUID | Trade | Basis | Seasonal adjustment | North American Product Classification System (NAPCS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International merchandise trade by commodity, quarterly",Dataset#12100164.csv,statcan
4bd8b36887d6,xml-element,2,10,@Geography | @Estimate | @North_American_Industry_Classification_System__NAICS_ | @Release | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Historical (real-time) releases of employment and average weekly earnings (including overtime) for all employees by province and territory, monthly, seasonally adjusted",Dataset#14100332_1.xml#Series,statcan
daebedcff05f,csv,2,18,REF_DATE | GEO | DGUID | Trade | Basis | Seasonal adjustment | Principal trading partners | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"International merchandise trade for all countries and by Principal Trading Partners, quarterly",Dataset#12100127.csv,statcan
d2039651bb1e,xml-element,2,10,@Geography | @Trade | @Free_Trade_Agreement | @North_American_Product_Classification_System__NAPCS_ | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Merchandise imports and exports, customs-based, by free trade agreement and by commodity",Dataset#12100174_1.xml#Series,statcan
80dbe1f6f080,xml-element,2,11,@Geography | @Ownership_type | @Residency_status | @Number_of_residential_properties_owned | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Residential property owners by ownership type and residency status, with the number of buyers and sale price",Dataset#46100030_1.xml#Series,statcan
7ca8f4f4d94d,csv,2,17,REF_DATE | GEO | DGUID | Seasonal adjustment | Prices | North American Industry Classification System (NAICS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Gross domestic product (GDP) at basic prices, by industry, quarterly average",Dataset#36100449.csv,statcan
75ce809bea2a,xml-element,2,9,@Geography | @Commodity | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,Stocks of frozen eggs and edible dried eggs,Dataset#32100123_1.xml#Series,statcan
0bbd2b4b10a7,xml-element,2,11,@Geography | @Number_of_residential_properties_owned | @Immigration_status | @Immigration_characteristics | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Residential property owners by immigration characteristics,Dataset#46100098_2.xml#Series,statcan
83c307476e3b,csv,2,16,REF_DATE | GEO | DGUID | Change characteristic | Season | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Change in selected climate variables since 1971, by drainage region",Dataset#38100198.csv,statcan
be0746205af1,xml-element,2,9,@Geography | @Change_characteristic | @Season | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Change in selected climate variables since 1971, by drainage region",Dataset#38100198_1.xml#Series,statcan
cf51892ef0cf,csv,2,16,REF_DATE | GEO | DGUID | Government sectors | Statement of government operations and balance sheet | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Statement of government operations and balance sheet, government finance statistics, annual",Dataset#10100172.csv,statcan
58116b87b719,csv,2,18,REF_DATE | GEO | DGUID | Prices | Variable | Sub-sector | Activity | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Economic value of volunteering activity,Dataset#36100618.csv,statcan
4181a8abbde1,csv,2,17,REF_DATE | GEO | DGUID | Prices | Variable | Sub-sector | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,Gross domestic product (GDP) of non-profit institutions by sub-sector,Dataset#36100616.csv,statcan
29213f643e1c,xml-element,2,9,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Sales | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Advertising and related services, e-commerce sales",Dataset#21100231_1.xml#Series,statcan
efc2315cff3a,xml-element,2,9,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Type_of_client | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Advertising and related services, sales by type of client",Dataset#21100035_1.xml#Series,statcan
b2fc87ff115e,xml-element,2,11,@Geography | @Sex_of_property_owner | @Family_type | @Age_group | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Residential property owners by family type and other demographic characteristics,Dataset#46100097_2.xml#Series,statcan
908086b6ff3d,csv,2,16,REF_DATE | GEO | DGUID | Airports | Class of operation | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Aircraft movements, by geography, airports with NAV CANADA services and other selected airports, monthly",Dataset#23100303.csv,statcan
e5331bccb6bc,csv,2,15,REF_DATE | GEO | DGUID | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Job vacancies, payroll employees, and job vacancy rate by provinces and territories, monthly, adjusted for seasonality",Dataset#14100432.csv,statcan
e884444e54a3,xml-element,2,11,@Geography | @North_American_Industry_Classification_System__NAICS_ | @Service_detail | @Seasonal_adjustment | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs | @TERMINATED,Monthly survey of food services and drinking places,Dataset#21100019_1.xml#Series,statcan
763785513fb4,xml-element,2,11,@Geography | @Owner-occupied_property_type | @Number_of_residential_properties_owned | @Sex_of_property_owner | @Estimates | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,Residential property owners by number of residential properties owned and demographic characteristics,Dataset#46100096_2.xml#Series,statcan
fdefa5a11495,xml-element,2,11,@Geography | @Industry | @Sector | @CON_Cost_of_living_adjustment__COLA_ | @Variable | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @DGUID | @UOM | Obs,"Major wage settlements, by jurisdiction, industry based on the North American Industry Classification System (NAICS) and cost of living adjustment (COLA), Employment and Social Development Canada - Labour Program, occasional",Dataset#14100349_57.xml#Series,statcan
457ae6bec529,csv,1,16,REF_DATE | GEO | DGUID | Income quintile | Socio-demographic characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Distributions of household economic accounts, number of households, by income quintile and by socio-demographic characteristic, quarterly",Dataset#36100667.csv,statcan
da17c78afb95,csv,1,16,REF_DATE | GEO | DGUID | Estimates | Consumption category | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Household actual final consumption, Canada, provincial and territorial, annual",Dataset#36100609.csv,statcan
b4a8d5b0df59,csv,1,16,REF_DATE | GEO | DGUID | Quintile | Socio-demographic characteristics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Distributions of household economic accounts, number of households, by income quintile and by socio-demographic characteristic",Dataset#36100101.csv,statcan
e995b86718e2,csv,1,15,REF_DATE | GEO | DGUID | Financial market statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Bank of Canada, money market and other interest rates",Dataset#10100139.csv,statcan
baac706af6bf,csv,1,15,REF_DATE | GEO | DGUID | Assets and liabilities | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Bank of Canada, assets and liabilities, Wednesdays",Dataset#10100136.csv,statcan
875046a859ea,csv,1,5,Level | Hierarchical structure | Code | Class title | Class definition,National Occupational Classification (NOC) 2016 Version 1.2,National Occupational Classification (NOC) 2016 Version 1.2 - Classification structure,statcan
1a4b70186f12,csv,1,5,Level | Code - NOC 2021 V1.0 | Class title | Element Type Label English | Element Description English,National Occupational Classification (NOC) 2021 Version 1.0,National Occupational Classification (NOC) 2021 Version 1.0 - Elements,statcan
47f26289fecf,csv,1,5,Level | Code | Class title | Element Type Label English | Element Description English,National Occupational Classification (NOC) 2016 Version 1.2,National Occupational Classification (NOC) 2016 Version 1.2 - Elements,statcan
5a068c1408d8,csv,1,5,Level | Hierarchical structure | Code - NOC 2021 V1.0 | Class title | Class definition,National Occupational Classification (NOC) 2021 Version 1.0,National Occupational Classification (NOC) 2021 Version 1.0 - Classification structure,statcan
e0de2b7a0ca7,csv,1,15,REF_DATE | GEO | DGUID | Price index | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Farm input price index, quarterly",Dataset#18100258.csv,statcan
82a01f0707c4,csv,1,16,"REF_DATE | GEO | DGUID | Production, sales and inventories activities | Tobacco products | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS","Tobacco, sales and inventories, monthly production",Dataset#16100044.csv,statcan
b2ad5f734266,csv,1,20,REF_DATE | GEO | DGUID | Immigrant status | Country of birth | Labour force characteristics | Gender | Age group | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics of immigrants, three-month moving average, unadjusted for seasonality",Dataset#14100471.csv,statcan
04c672a28121,csv,1,17,REF_DATE | GEO | DGUID | Labour force characteristics | Gender | Age group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by census metropolitan area, three-month moving average, unadjusted for seasonality",Dataset#14100458.csv,statcan
beaf2de8b96b,csv,1,18,REF_DATE | GEO | DGUID | Weekly wages | Type of work | National Occupational Classification (NOC) | Gender | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Weekly wage distributions by occupation, monthly, unadjusted for seasonality",Dataset#14100428.csv,statcan
fcfd07882ee8,csv,1,18,REF_DATE | GEO | DGUID | Labour force characteristics | Age | Gender | Indigenous group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by detailed Indigenous group living off reserve, three-month moving averages, monthly, unadjusted for seasonality",Dataset#14100401.csv,statcan
c357a789ef7c,csv,1,17,REF_DATE | GEO | DGUID | Population centre and rural areas | Class of worker | North American Industry Classification System (NAICS) | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment by class of worker and industry, monthly, unadjusted for seasonality",Dataset#14100376.csv,statcan
8ad4c30ce436,xml-element,1,8,@Geography | @Country_of_residence | @Traveller_type | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @UOM | Obs,"Leading indicator, International visitors entering or returning to Canada by air, by country of residence and traveller type",Dataset#24100056_1.xml#Series,statcan
0ef67aff669b,csv,1,18,REF_DATE | GEO | DGUID | Labour force characteristics | Age group | Gender | Population group | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by visible minority group, three-month moving averages, monthly, unadjusted for seasonality",Dataset#14100373.csv,statcan
9ddc061524a4,csv,1,17,REF_DATE | GEO | DGUID | North American Industry Classification System (NAICS) | Statistics | Data type | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment by industry, monthly, seasonally adjusted and unadjusted, and trend-cycle, last 5 months",Dataset#14100355.csv,statcan
536d1058080a,csv,1,15,REF_DATE | GEO | DGUID | Effective date | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Regional unemployment rates used by the Employment Insurance program, three-month moving average, seasonally adjusted",Dataset#14100354.csv,statcan
db6f9ac106ce,xml-element,1,7,@Geography | @Effective_date | @VECTOR_ID | @SCALAR_FACTOR | @NB_DECIMAL | @UOM | Obs,"Regional unemployment rates used by the Employment Insurance program, three-month moving average, seasonally adjusted",Dataset#14100354_1.xml#Series,statcan
c4cd1b057712,csv,1,16,REF_DATE | GEO | DGUID | Characteristics | Hours and wages | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Average usual hours and wages by selected characteristics, monthly, unadjusted for seasonality, last 5 months",Dataset#14100320.csv,statcan
af14e2a671f9,csv,1,16,REF_DATE | GEO | DGUID | National Occupational Classification (NOC) | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Employment by occupation, monthly, seasonally adjusted, last 5 months",Dataset#14100310.csv,statcan
efc01fbbe41c,csv,1,19,REF_DATE | GEO | DGUID | Labour force characteristics | Gender | Age group | Statistics | Data type | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by territory, three-month moving average, seasonally adjusted and unadjusted",Dataset#14100292.csv,statcan
86e63bb8e049,csv,1,17,REF_DATE | GEO | DGUID | Labour force characteristics | North American Industry Classification System (NAICS) | Statistics | UOM | UOM_ID | SCALAR_FACTOR | SCALAR_ID | VECTOR | COORDINATE | VALUE | STATUS | SYMBOL | TERMINATED | DECIMALS,"Labour force characteristics by industry, monthly, seasonally adjusted, last 5 months",Dataset#14100291.csv,statcan
